dew,humidity,pressure,temperature,timestamp,volt
26.97434,72.75,1010.78,32.5,1767590493,4.13
26.89774,72.26,1010.8,32.54,1767590553,4.13
26.71279,71.68,1010.78,32.49,1767590613,4.13
26.79777,72.08,1010.77,32.48,1767590673,4.13
26.74947,72.16,1010.74,32.41,1767590733,4.14
26.80825,72.41,1010.72,32.41,1767590794,4.13
27.04591,73.47,1010.74,32.4,1767590853,4.13
27.05798,73.73,1010.74,32.35,1767590913,4.13
27.12147,73.88,1010.73,32.38,1767590973,4.13
27.20102,74.1,1010.75,32.41,1767591034,4.13
27.16496,73.86,1010.73,32.43,1767591094,4.13
26.93579,73.12,1010.71,32.37,1767591154,4.13
26.72355,72.54,1010.77,32.29,1767591214,4.13
26.65042,72.31,1010.74,32.27,1767591274,4.13
26.48191,71.92,1010.75,32.19,1767591334,4.13
26.31021,71.68,1010.79,32.07,1767591394,4.14
26.45951,72.11,1010.76,32.12,1767591454,4.13
26.54817,72.57,1010.76,32.1,1767591514,4.13
26.50815,72.81,1010.81,32.0,1767591574,4.14
26.51703,72.56,1010.81,32.07,1767591634,4.13
26.32795,72.04,1010.81,32.0,1767591694,4.13
26.51283,72.46,1010.73,32.09,1767591754,4.13
26.74452,73.0,1010.75,32.2,1767591814,4.13
26.83389,72.93,1010.72,32.31,1767591874,4.13
26.85443,72.73,1010.71,32.38,1767591934,4.13
27.0216,72.87,1010.72,32.52,1767591994,4.13
27.09683,72.74,1010.71,32.63,1767592054,4.13
26.95944,71.75,1010.72,32.73,1767592114,4.13
26.73042,70.83,1010.72,32.72,1767592174,4.13
26.30683,69.2,1010.73,32.69,1767592234,4.13
26.44673,69.46,1010.7,32.77,1767592294,4.13
26.4485,69.35,1010.67,32.8,1767592354,4.14
26.43984,69.51,1010.61,32.75,1767592414,4.13
26.55868,69.92,1010.62,32.77,1767592474,4.13
26.49342,69.73,1010.6,32.75,1767592535,4.13
26.57261,69.82,1010.56,32.81,1767592595,4.13
26.48554,69.58,1010.62,32.78,1767592655,4.13
26.3379,69.21,1010.61,32.72,1767592715,4.13
26.25226,69.25,1010.63,32.62,1767592775,4.13
26.39493,69.6,1010.64,32.68,1767592835,4.13
26.12063,69.18,1010.61,32.5,1767592895,4.13
26.13995,69.22,1010.59,32.51,1767592955,4.13
26.1002,69.37,1010.57,32.43,1767593015,4.13
26.11589,69.67,1010.53,32.37,1767593075,4.13
26.28951,70.19,1010.5,32.42,1767593135,4.13
26.5079,70.94,1010.52,32.46,1767593195,4.13
26.56769,71.07,1010.49,32.49,1767593255,4.13
26.34402,70.02,1010.54,32.52,1767593315,4.13
26.06605,69.23,1010.53,32.43,1767593375,4.13
26.05451,68.91,1010.48,32.5,1767593435,4.14
26.28258,69.57,1010.43,32.57,1767593495,4.13
26.52388,70.25,1010.44,32.65,1767593555,4.13
26.63648,70.36,1010.42,32.74,1767593615,4.14
26.62358,70.03,1010.42,32.81,1767593675,4.13
26.53649,69.75,1010.37,32.79,1767593735,4.13
26.70529,70.17,1010.33,32.86,1767593795,4.13
26.62506,69.8,1010.36,32.87,1767593855,4.13
26.30372,68.76,1010.37,32.8,1767593916,4.13
26.34584,68.97,1010.33,32.79,1767594036,4.13
26.15147,68.8,1010.34,32.63,1767594156,4.13
26.32884,69.29,1010.35,32.69,1767594216,4.13
26.41422,69.64,1010.3,32.69,1767594276,4.13
26.52728,69.83,1010.27,32.76,1767594336,4.13
26.52937,69.76,1010.29,32.78,1767594396,4.13
26.54117,69.73,1010.28,32.8,1767594456,4.13
26.62054,69.86,1010.29,32.85,1767594516,4.13
26.71915,70.03,1010.27,32.91,1767594576,4.13
26.78223,70.33,1010.26,32.9,1767594637,4.13
26.7758,70.74,1010.26,32.79,1767594696,4.13
26.73683,70.34,1010.28,32.85,1767594756,4.13
26.68205,70.43,1010.23,32.77,1767594816,4.13
26.74949,70.75,1010.2,32.76,1767594876,4.13
26.60117,70.73,1010.28,32.61,1767594936,4.13
26.69217,71.03,1010.25,32.63,1767594997,4.13
26.75193,71.2,1010.25,32.65,1767595057,4.13
26.75863,71.55,1010.24,32.57,1767595177,4.13
26.57681,71.43,1010.21,32.41,1767595237,4.13
26.55984,71.52,1010.21,32.37,1767595297,4.13
26.5673,71.39,1010.17,32.41,1767595357,4.13
26.73163,71.8,1010.15,32.48,1767595417,4.13
26.80044,72.01,1010.14,32.5,1767595477,4.13
26.73062,72.08,1010.11,32.41,1767595537,4.13
26.55066,71.32,1010.09,32.41,1767595597,4.13
26.74745,72.07,1010.02,32.43,1767595657,4.13
26.92938,72.64,1010.0,32.48,1767595717,4.13
27.04906,73.07,1009.99,32.5,1767595777,4.13
27.00913,72.94,1009.96,32.49,1767595837,4.13
26.82857,72.17,1009.94,32.49,1767595897,4.13
26.77682,71.91,1009.92,32.5,1767595957,4.13
26.72712,71.7,1009.89,32.5,1767596017,4.13
26.77682,71.91,1009.88,32.5,1767596077,4.13
26.56664,71.67,1009.9,32.34,1767596137,4.13
26.47403,71.32,1009.86,32.33,1767596197,4.13
26.58401,71.42,1009.85,32.42,1767596258,4.13
26.69787,71.86,1009.81,32.43,1767596318,4.13
26.70298,71.76,1009.79,32.46,1767596378,4.13
26.76595,72.23,1009.82,32.41,1767596438,4.13
26.64611,72.21,1009.84,32.29,1767596498,4.13
26.62528,72.04,1009.82,32.31,1767596560,4.13
26.68538,72.5,1009.81,32.26,1767596618,4.13
26.63013,72.51,1009.79,32.2,1767596678,4.13
26.51471,72.1,1009.78,32.18,1767596738,4.13
26.44482,72.17,1009.78,32.09,1767596798,4.13
26.3286,72.37,1009.74,31.92,1767596858,4.13
26.25521,72.59,1009.74,31.79,1767596918,4.13
26.4112,72.93,1009.72,31.87,1767596978,4.13
26.45596,73.04,1009.71,31.89,1767597038,4.13
26.48878,73.14,1009.7,31.9,1767597098,4.13
26.51319,73.37,1009.67,31.87,1767597158,4.13
26.49931,73.31,1009.65,31.87,1767597218,4.13
26.64823,73.58,1009.66,31.96,1767597278,4.13
26.45729,73.17,1009.65,31.86,1767597338,4.13
26.57707,73.48,1009.67,31.91,1767597398,4.13
26.37249,72.64,1009.62,31.9,1767597458,4.13
26.35408,72.52,1009.63,31.91,1767597518,4.13
26.36549,72.61,1009.61,31.9,1767597579,4.14
26.48457,72.75,1009.6,31.99,1767597639,4.13
26.5751,72.85,1009.57,32.06,1767597699,4.13
26.62828,73.12,1009.6,32.05,1767597759,4.14
26.36808,72.17,1009.58,32.01,1767597819,4.14
26.31715,71.75,1009.57,32.06,1767597879,4.14
26.44972,72.15,1009.54,32.1,1767597939,4.14
26.52098,72.29,1009.52,32.14,1767597999,4.14
26.57578,72.36,1009.53,32.18,1767598059,4.14
26.70177,72.57,1009.46,32.26,1767598119,4.14
26.98923,73.35,1009.45,32.37,1767598179,4.14
27.09929,73.41,1009.47,32.47,1767598239,4.13
27.02024,72.7,1009.44,32.56,1767598299,4.14
26.85162,71.74,1009.48,32.62,1767598359,4.13
26.8687,71.61,1009.46,32.67,1767598419,4.14
26.92137,71.63,1009.43,32.72,1767598481,4.13
26.96485,71.41,1009.46,32.82,1767598539,4.13
27.05784,71.68,1009.42,32.85,1767598599,4.13
26.70874,70.66,1009.46,32.74,1767598659,4.13
26.73508,70.69,1009.44,32.76,1767598719,4.13
26.8166,70.91,1009.4,32.79,1767598779,4.13
26.90988,71.3,1009.42,32.79,1767598840,4.13
26.84519,70.75,1009.43,32.86,1767598900,4.13
26.80414,70.5,1009.4,32.88,1767598960,4.13
26.70805,70.3,1009.38,32.83,1767599020,4.13
26.81162,70.69,1009.37,32.84,1767599080,4.13
26.82852,70.84,1009.39,32.82,1767599140,4.13
26.82141,71.05,1009.34,32.76,1767599200,4.13
26.90039,71.14,1009.39,32.82,1767599260,4.13
26.70398,70.68,1009.39,32.73,1767599320,4.14
26.62459,70.39,1009.4,32.72,1767599380,4.13
26.61707,70.24,1009.42,32.75,1767599440,4.13
26.56936,70.28,1009.39,32.69,1767599500,4.13
26.59131,70.49,1009.37,32.66,1767599560,4.13
26.70893,70.94,1009.36,32.67,1767599620,4.13
26.7232,71.2,1009.32,32.62,1767599680,4.13
26.84157,71.9,1009.31,32.57,1767599740,4.13
26.93426,72.13,1009.3,32.61,1767599800,4.14
26.82738,71.84,1009.29,32.57,1767599860,4.13
26.85152,71.78,1009.3,32.61,1767599920,4.14
26.61971,71.53,1009.34,32.43,1767599980,4.13
26.51256,71.16,1009.32,32.41,1767600040,4.13
26.45286,70.95,1009.32,32.4,1767600100,4.13
26.42416,70.91,1009.28,32.38,1767600160,4.14
26.50179,71.72,1009.24,32.26,1767600280,4.14
26.53752,71.79,1009.23,32.28,1767600341,4.13
26.62287,72.52,1009.2,32.19,1767600401,4.13
26.64367,72.65,1009.21,32.18,1767600462,4.13
26.65682,72.46,1009.21,32.24,1767600521,4.13
26.64412,72.12,1009.21,32.31,1767600581,4.13
26.46595,71.69,1009.21,32.23,1767600641,4.14
26.39704,71.48,1009.17,32.21,1767600701,4.13
26.38068,71.29,1009.19,32.24,1767600761,4.13
26.4915,71.92,1009.14,32.2,1767600821,4.13
26.58168,72.14,1009.17,32.24,1767600881,4.13
26.61821,72.01,1009.18,32.31,1767600941,4.13
26.68175,72.28,1009.2,32.31,1767601001,4.13
26.81954,72.54,1009.19,32.39,1767601061,4.13
26.84938,72.34,1009.19,32.47,1767601121,4.13
26.72339,72.09,1009.23,32.4,1767601181,4.13
26.81191,72.14,1009.18,32.48,1767601241,4.13
26.96435,72.38,1009.2,32.58,1767601301,4.13
26.96859,71.91,1009.19,32.7,1767601361,4.13
26.96936,71.59,1009.19,32.78,1767601421,4.13
26.97451,71.33,1009.17,32.85,1767601481,4.13
27.08458,71.43,1009.19,32.94,1767601541,4.13
27.07265,71.38,1009.18,32.94,1767601601,4.13
27.28765,71.8,1009.16,33.06,1767601661,4.13
27.01014,70.68,1009.22,33.05,1767601722,4.13
26.90103,70.11,1009.18,33.08,1767601782,4.13
27.18978,70.83,1009.11,33.2,1767601842,4.13
27.27576,70.75,1009.13,33.31,1767601902,4.14
27.50369,71.26,1009.1,33.42,1767601962,4.13
27.26889,70.09,1009.12,33.47,1767602022,4.13
27.13726,69.24,1009.13,33.55,1767602082,4.13
27.19869,69.49,1009.1,33.55,1767602142,4.13
27.11942,68.82,1009.1,33.64,1767602202,4.13
27.1999,68.76,1009.12,33.74,1767602262,4.13
27.10011,68.55,1009.16,33.69,1767602322,4.13
26.82058,67.66,1009.12,33.63,1767602383,4.13
26.54333,66.49,1009.19,33.65,1767602442,4.13
26.65128,66.69,1009.13,33.71,1767602502,4.13
26.72118,67.04,1009.11,33.69,1767602562,4.13
26.81859,67.35,1009.11,33.71,1767602622,4.13
26.67739,66.83,1009.14,33.7,1767602682,4.13
26.47728,66.38,1009.2,33.61,1767602742,4.13
26.56724,66.92,1009.11,33.56,1767602802,4.13
26.54127,66.93,1009.08,33.53,1767602862,4.13
26.39177,66.79,1009.08,33.41,1767602922,4.13
26.43983,67.13,1009.06,33.37,1767602982,4.13
26.52262,67.61,1009.05,33.33,1767603042,4.13
26.63159,68.39,1009.07,33.24,1767603102,4.13
26.65224,69.13,1009.06,33.07,1767603163,4.13
26.67652,69.58,1009.03,32.98,1767603223,4.13
26.83695,70.24,1009.05,32.98,1767603283,4.13
26.7123,70.12,1009.04,32.88,1767603343,4.13
26.65569,70.4,1009.01,32.75,1767603403,4.13
26.64112,70.3,1009.01,32.76,1767603463,4.13
26.67714,70.37,1009.04,32.78,1767603523,4.13
26.78547,70.86,1009.05,32.77,1767603583,4.12
26.83093,71.21,1009.04,32.73,1767603643,4.13
26.82781,71.68,1009.06,32.61,1767603703,4.13
26.98335,72.42,1009.05,32.59,1767603763,4.13
26.85794,72.54,1009.07,32.43,1767603823,4.13
26.89618,72.95,1009.12,32.37,1767603883,4.13
26.88014,73.17,1009.09,32.3,1767603943,4.13
26.96934,73.43,1009.11,32.33,1767604003,4.13
26.68075,72.85,1009.11,32.17,1767604063,4.13
26.55801,72.53,1009.09,32.12,1767604123,4.13
26.49998,72.94,1009.11,31.96,1767604183,4.13
26.66092,73.51,1009.09,31.99,1767604244,4.13
26.47612,72.92,1009.1,31.94,1767604303,4.13
26.43738,72.96,1009.13,31.89,1767604363,4.12
26.34368,72.64,1009.16,31.87,1767604423,4.13
26.41007,72.76,1009.2,31.91,1767604483,4.13
26.38036,72.88,1009.17,31.85,1767604543,4.13
26.44857,73.34,1009.19,31.81,1767604603,4.13
26.45338,73.82,1009.17,31.7,1767604664,4.13
26.57945,74.16,1009.16,31.75,1767604724,4.13
26.59905,74.33,1009.16,31.73,1767604784,4.13
26.60232,74.26,1009.14,31.75,1767604844,4.13
26.7299,74.82,1009.12,31.75,1767604904,4.13
26.7979,75.12,1009.11,31.75,1767604964,4.13
26.81492,75.11,1009.11,31.77,1767605024,4.13
26.77073,75.0,1009.11,31.75,1767605084,4.13
26.61069,74.55,1009.09,31.69,1767605144,4.13
26.61471,74.61,1009.09,31.68,1767605204,4.13
26.608,74.92,1009.1,31.6,1767605264,4.13
26.62085,75.19,1009.11,31.55,1767605324,4.13
26.66333,75.25,1009.14,31.58,1767605384,4.13
26.73221,75.47,1009.12,31.6,1767605444,4.13
26.90255,76.23,1009.14,31.6,1767605564,4.12
26.9412,76.36,1009.15,31.61,1767605624,4.13
26.90775,76.21,1009.17,31.61,1767605684,4.13
26.91294,76.19,1009.16,31.62,1767605744,4.13
26.9159,76.16,1009.17,31.63,1767605804,4.13
26.90991,76.09,1009.17,31.64,1767605864,4.13
26.74326,75.82,1009.16,31.53,1767605925,4.13
26.67257,75.72,1009.15,31.48,1767605985,4.13
26.73598,75.96,1009.16,31.49,1767606045,4.13
26.68463,75.86,1009.15,31.46,1767606105,4.13
26.5884,75.56,1009.12,31.43,1767606165,4.13
26.61982,75.7,1009.14,31.43,1767606225,4.13
26.63189,75.84,1009.14,31.41,1767606285,4.13
26.54036,75.69,1009.15,31.35,1767606345,4.13
26.43018,75.5,1009.15,31.28,1767606405,4.13
26.37228,75.5,1009.14,31.22,1767606465,4.13
26.16223,75.51,1009.11,31.0,1767606525,4.13
26.17513,75.87,1009.12,30.93,1767606585,4.13
26.32066,76.22,1009.14,31.0,1767606645,4.13
26.41318,76.55,1009.17,31.02,1767606705,4.13
26.48475,76.83,1009.19,31.03,1767606765,4.13
26.29677,76.33,1009.21,30.95,1767606825,4.13
26.29233,76.31,1009.21,30.95,1767606885,4.13
26.38116,76.58,1009.23,30.98,1767606945,4.13
26.57893,77.39,1009.25,31.0,1767607005,4.13
26.66272,77.64,1009.32,31.03,1767607065,4.13
26.72508,77.97,1009.35,31.02,1767607125,4.1
26.79986,78.18,1009.36,31.05,1767607185,4.13
26.74468,78.06,1009.34,31.02,1767607246,4.13
26.69359,77.87,1009.35,31.01,1767607306,4.13
26.67613,77.79,1009.35,31.01,1767607366,4.13
26.63149,77.63,1009.35,31.0,1767607426,4.13
26.52085,77.39,1009.35,30.94,1767607486,4.14
26.50331,77.31,1009.35,30.94,1767607546,4.13
26.34196,77.06,1009.37,30.83,1767607606,4.13
26.3745,77.12,1009.4,30.85,1767607666,4.13
26.36962,77.23,1009.4,30.82,1767607726,4.13
26.37127,77.37,1009.41,30.79,1767607786,4.13
26.29007,77.0,1009.43,30.79,1767607846,4.1
26.26676,77.07,1009.46,30.75,1767607906,4.14
26.35099,77.41,1009.46,30.76,1767607966,4.13
26.39062,77.68,1009.49,30.74,1767608027,4.13
26.40415,77.92,1009.5,30.7,1767608086,4.13
26.42185,78.18,1009.48,30.66,1767608146,4.13
26.47709,78.48,1009.46,30.65,1767608206,4.13
26.44804,78.66,1009.49,30.58,1767608266,4.13
26.43078,78.76,1009.52,30.54,1767608326,4.12
26.44577,78.92,1009.5,30.52,1767608386,4.14
26.4748,79.01,1009.47,30.53,1767608446,4.13
26.49184,79.18,1009.49,30.51,1767608506,4.13
26.49712,79.25,1009.49,30.5,1767608566,4.13
26.45071,79.26,1009.51,30.45,1767608627,4.13
26.46238,79.36,1009.52,30.44,1767608687,4.12
26.43557,79.28,1009.56,30.43,1767608747,4.13
26.45673,79.47,1009.53,30.41,1767608807,4.13
26.4373,79.47,1009.58,30.39,1767608867,4.14
26.42972,79.48,1009.6,30.38,1767608927,4.14
26.42853,79.52,1009.57,30.37,1767608987,4.13
26.36054,79.52,1009.61,30.3,1767609047,4.13
26.30913,79.37,1009.59,30.28,1767609107,4.13
26.31008,79.42,1009.63,30.27,1767609167,4.13
26.28947,79.46,1009.64,30.24,1767609227,4.13
26.24795,79.63,1009.65,30.16,1767609287,4.1
26.28494,79.85,1009.68,30.15,1767609347,4.13
26.28121,79.97,1009.7,30.12,1767609407,4.13
26.28077,80.29,1009.73,30.05,1767609467,4.13
26.41745,81.08,1009.71,30.02,1767609527,4.11
26.44667,81.36,1009.77,29.99,1767609587,4.12
26.52548,81.88,1009.8,29.96,1767609647,4.12
26.5305,82.14,1009.83,29.91,1767609707,4.12
26.49711,82.12,1009.81,29.88,1767609767,4.13
26.46541,82.25,1009.85,29.82,1767609827,4.12
26.45368,82.43,1009.86,29.77,1767609887,4.1
26.36534,82.38,1009.87,29.69,1767609947,4.11
26.31296,82.41,1009.88,29.63,1767610007,4.12
26.25852,82.43,1009.91,29.57,1767610067,4.1
26.26362,82.55,1009.91,29.55,1767610127,4.11
26.22917,82.62,1009.94,29.5,1767610188,4.12
26.25466,82.84,1009.93,29.48,1767610248,4.11
26.29675,83.19,1009.97,29.45,1767610308,4.11
26.27953,83.49,1009.98,29.37,1767610368,4.12
26.21074,83.44,1010.03,29.31,1767610428,4.1
26.19799,83.57,1010.03,29.27,1767610488,4.11
26.23205,83.69,1010.08,29.28,1767610548,4.11
26.19092,83.68,1010.09,29.24,1767610608,4.11
26.21035,83.97,1010.09,29.2,1767610668,4.11
26.22729,84.2,1010.1,29.17,1767610728,4.11
26.22501,84.14,1010.09,29.18,1767610788,4.1
26.17511,84.33,1010.13,29.09,1767610848,4.1
26.24079,84.56,1010.11,29.11,1767610908,4.1
26.236,84.83,1010.1,29.05,1767610968,4.1
26.29911,84.95,1010.08,29.09,1767611028,4.1
26.32161,85.26,1010.11,29.05,1767611088,4.11
26.32956,85.3,1010.1,29.05,1767611148,4.1
26.35139,85.41,1010.13,29.05,1767611208,4.1
26.32,85.4,1010.12,29.02,1767611268,4.1
26.28056,85.3,1010.17,29.0,1767611328,4.1
26.30412,85.32,1010.15,29.02,1767611388,4.11
26.28079,85.4,1010.18,28.98,1767611448,4.1
26.32831,85.64,1010.17,28.98,1767611508,4.11
26.31687,85.88,1010.19,28.92,1767611568,4.11
26.30131,86.05,1010.22,28.87,1767611628,4.1
26.29934,86.04,1010.19,28.87,1767611689,4.1
26.25025,85.99,1010.22,28.83,1767611749,4.1
26.26604,86.22,1010.24,28.8,1767611809,4.11
26.30525,86.47,1010.26,28.79,1767611869,4.11
26.30906,86.64,1010.28,28.76,1767611929,4.1
26.31272,86.86,1010.26,28.72,1767611989,4.1
26.26165,86.85,1010.28,28.67,1767612049,4.1
26.28105,87.0,1010.27,28.66,1767612109,4.1
26.26529,87.02,1010.31,28.64,1767612169,4.1
26.25696,87.23,1010.28,28.59,1767612229,4.1
26.24285,87.36,1010.28,28.55,1767612289,4.1
26.24449,87.47,1010.25,28.53,1767612349,4.1
26.20322,87.46,1010.31,28.49,1767612409,4.11
26.20113,87.5,1010.29,28.48,1767612469,4.1
26.20483,87.57,1010.32,28.47,1767612529,4.1
26.18462,87.72,1010.31,28.42,1767612589,4.1
26.21695,87.99,1010.31,28.4,1767612649,4.1
26.21793,88.2,1010.33,28.36,1767612709,4.1
26.21497,88.39,1010.33,28.32,1767612769,4.1
26.24529,88.6,1010.36,28.31,1767612829,4.1
26.2256,88.6,1010.39,28.29,1767612889,4.1
26.22426,88.49,1010.35,28.31,1767612949,4.1
26.20485,88.44,1010.36,28.3,1767613009,4.1
26.14606,88.39,1010.38,28.25,1767613069,4.1
26.22646,88.45,1010.36,28.32,1767613130,4.1
26.29648,88.92,1010.34,28.3,1767613190,4.1
26.33453,89.12,1010.39,28.3,1767613250,4.1
26.31102,89.1,1010.38,28.28,1767613310,4.1
26.29962,89.04,1010.36,28.28,1767613370,4.1
26.32849,89.14,1010.41,28.29,1767613430,4.1
26.29701,89.13,1010.4,28.26,1767613490,4.1
26.27956,89.09,1010.46,28.25,1767613550,4.1
26.2659,89.07,1010.47,28.24,1767613610,4.1
26.2621,89.05,1010.46,28.24,1767613670,4.1
26.27315,89.16,1010.47,28.23,1767613731,4.1
26.27315,89.16,1010.48,28.23,1767613790,4.1
26.22613,89.12,1010.49,28.19,1767613850,4.1
26.27772,89.34,1010.52,28.2,1767613910,4.1
26.28452,89.48,1010.5,28.18,1767613970,4.1
26.27844,89.5,1010.56,28.17,1767614030,4.1
26.30406,89.74,1010.55,28.15,1767614090,4.1
26.3197,89.98,1010.57,28.12,1767614150,4.1
26.35118,89.99,1010.57,28.15,1767614210,4.1
26.32437,89.9,1010.58,28.14,1767614270,4.11
26.28535,89.85,1010.58,28.11,1767614331,4.1
26.26418,89.79,1010.59,28.1,1767614391,4.1
26.27925,89.87,1010.6,28.1,1767614451,4.1
26.33006,90.14,1010.59,28.1,1767614511,4.1
26.35161,90.36,1010.61,28.08,1767614571,4.1
26.36285,90.42,1010.63,28.08,1767614631,4.1
26.34072,90.46,1010.6,28.05,1767614691,4.11
26.32472,90.48,1010.6,28.03,1767614751,4.1
26.28387,90.42,1010.61,28.0,1767614811,4.1
26.29936,90.45,1010.59,28.01,1767614871,4.1
26.31568,90.59,1010.62,28.0,1767614931,4.1
26.30901,90.66,1010.62,27.98,1767614991,4.1
26.31594,90.75,1010.59,27.97,1767615051,4.1
26.30177,90.78,1010.61,27.95,1767615111,4.1
26.3066,90.7,1010.58,27.97,1767615171,4.1
26.30045,90.72,1010.58,27.96,1767615231,4.1
26.29299,90.68,1010.6,27.96,1767615291,4.1
26.2807,90.72,1010.59,27.94,1767615351,4.1
26.27587,90.8,1010.62,27.92,1767615411,4.1
26.34406,91.06,1010.64,27.94,1767615471,4.1
26.30394,91.11,1010.63,27.89,1767615532,4.1
26.28848,91.08,1010.65,27.88,1767615592,4.1
26.26686,91.07,1010.68,27.86,1767615654,4.1
26.20384,91.05,1010.68,27.8,1767615712,4.1
26.20443,91.0,1010.68,27.81,1767615772,4.1
26.17537,90.95,1010.71,27.79,1767615832,4.1
26.18095,90.98,1010.71,27.79,1767615892,4.11
26.17478,91.0,1010.73,27.78,1767615952,4.1
26.17478,91.0,1010.74,27.78,1767616012,4.1
26.1649,91.0,1010.74,27.77,1767616072,4.1
26.18163,91.09,1010.72,27.77,1767616132,4.1
26.18163,91.09,1010.77,27.77,1767616192,4.1
26.14024,91.08,1010.75,27.73,1767616252,4.1
26.1897,91.24,1010.76,27.75,1767616312,4.1
26.20083,91.3,1010.8,27.75,1767616372,4.1
26.17735,91.28,1010.79,27.73,1767616432,4.1
26.15943,91.29,1010.79,27.71,1767616492,4.1
26.17117,91.3,1010.83,27.72,1767616552,4.1
26.21253,91.47,1010.8,27.73,1767616612,4.1
26.23592,91.65,1010.82,27.72,1767616672,4.1
26.22048,91.62,1010.84,27.71,1767616732,4.1
26.22352,91.69,1010.83,27.7,1767616792,4.1
26.21297,91.74,1010.84,27.68,1767616852,4.1
26.1962,91.81,1010.86,27.65,1767616913,4.1
26.17524,91.75,1010.84,27.64,1767616973,4.1
26.16283,91.79,1010.86,27.62,1767617033,4.1
26.15847,91.82,1010.86,27.61,1767617093,4.1
26.11705,91.81,1010.84,27.57,1767617153,4.1
26.07632,91.75,1010.85,27.54,1767617213,4.1
26.05654,91.75,1010.86,27.52,1767617273,4.1
26.04364,91.68,1010.84,27.52,1767617333,4.1
26.05235,91.62,1010.85,27.54,1767617393,4.1
25.97825,91.54,1010.9,27.48,1767617453,4.1
26.00053,91.5,1010.89,27.51,1767617514,4.1
26.00053,91.5,1010.86,27.51,1767617573,4.1
25.97152,91.45,1010.9,27.49,1767617633,4.1
25.92338,91.35,1010.91,27.46,1767617693,4.1
25.92587,91.31,1010.94,27.47,1767617753,4.1
25.89066,91.28,1010.96,27.44,1767617813,4.1
25.91968,91.33,1010.96,27.46,1767617873,4.1
25.93936,91.49,1010.98,27.45,1767617933,4.1
25.92696,91.53,1011.01,27.43,1767617993,4.1
25.92696,91.53,1011.02,27.43,1767618053,4.1
25.96703,91.64,1011.01,27.45,1767618113,4.1
25.9744,91.68,1011.01,27.45,1767618173,4.1
25.98108,91.77,1011.03,27.44,1767618233,4.1
26.00062,91.93,1011.03,27.43,1767618293,4.1
26.03001,92.09,1011.03,27.43,1767618354,4.1
26.01683,92.18,1011.04,27.4,1767618414,4.1
26.06777,92.35,1011.08,27.42,1767618474,4.1
26.10176,92.59,1011.08,27.41,1767618534,4.1
26.10463,92.66,1011.11,27.4,1767618594,4.1
26.07491,92.66,1011.11,27.37,1767618654,4.1
26.06396,92.6,1011.08,27.37,1767618714,4.1
26.04128,92.53,1011.11,27.36,1767618774,4.1
26.05666,92.56,1011.11,27.37,1767618834,4.1
26.05589,92.61,1011.09,27.36,1767618894,4.1
26.08768,92.73,1011.09,27.37,1767618954,4.1
26.12265,93.14,1011.12,27.33,1767619074,4.1
26.14987,93.29,1011.12,27.33,1767619134,4.1
26.17257,93.47,1011.15,27.32,1767619194,4.1
26.17445,93.59,1011.16,27.3,1767619254,4.1
26.15465,93.7,1011.12,27.26,1767619314,4.1
26.16458,93.81,1011.11,27.25,1767619374,4.1
26.16997,93.95,1011.17,27.23,1767619434,4.1
26.18437,94.03,1011.14,27.23,1767619495,4.1
26.19876,94.11,1011.15,27.23,1767619554,4.1
26.18071,94.12,1011.16,27.21,1767619614,4.1
26.2104,94.23,1011.15,27.22,1767619675,4.1
26.17693,94.32,1011.15,27.17,1767619735,4.1
26.24353,94.47,1011.19,27.21,1767619795,4.1
26.24077,94.51,1011.18,27.2,1767619855,4.1
26.23719,94.49,1011.19,27.2,1767619915,4.1
26.23002,94.45,1011.2,27.2,1767619975,4.1
26.2012,94.4,1011.2,27.18,1767620035,4.11
26.20934,94.39,1011.2,27.19,1767620095,4.1
26.23732,94.38,1011.21,27.22,1767620155,4.1
26.24091,94.4,1011.22,27.22,1767620215,4.1
26.25167,94.46,1011.2,27.22,1767620275,4.1
26.24809,94.44,1011.2,27.22,1767620335,4.1
26.27869,94.5,1011.23,27.24,1767620395,4.1
26.28586,94.54,1011.19,27.24,1767620455,4.1
26.3272,94.66,1011.2,27.26,1767620515,4.1
26.33892,94.67,1011.23,27.27,1767620575,4.1
26.29025,94.62,1011.24,27.23,1767620635,4.1
26.27316,94.58,1011.26,27.22,1767620695,4.1
26.28309,94.58,1011.28,27.23,1767620755,4.1
26.28667,94.6,1011.3,27.23,1767620815,4.1
26.2686,94.61,1011.29,27.21,1767620875,4.1
26.28211,94.63,1011.33,27.22,1767620935,4.1
26.27298,94.69,1011.37,27.2,1767620995,4.1
26.26404,94.64,1011.38,27.2,1767621056,4.1
26.27933,94.67,1011.38,27.21,1767621116,4.1
26.27119,94.68,1011.42,27.2,1767621176,4.1
26.25491,94.7,1011.4,27.18,1767621236,4.1
26.28192,94.74,1011.39,27.2,1767621296,4.1
26.26741,94.77,1011.4,27.18,1767621356,4.1
26.26384,94.75,1011.4,27.18,1767621416,4.1
26.2682,94.83,1011.41,27.17,1767621476,4.1
26.28985,94.84,1011.4,27.19,1767621536,4.1
26.25648,94.82,1011.42,27.16,1767621596,4.1
26.2384,94.83,1011.43,27.14,1767621656,4.1
26.27534,94.87,1011.43,27.17,1767621716,4.1
26.29063,94.9,1011.46,27.18,1767621776,4.1
26.26974,94.95,1011.5,27.15,1767621836,4.09
